date,state,fips,cases,deaths,daily case,daily death
6/13/2020,California,6,150434,5059,3149,73
6/12/2020,California,6,147285,4986,3576,45
6/11/2020,California,6,143709,4941,3570,72
6/10/2020,California,6,140139,4869,2894,94
6/9/2020,California,6,137245,4775,2958,96
6/8/2020,California,6,134287,4679,2290,26
6/7/2020,California,6,131997,4653,2850,27
6/6/2020,California,6,129147,4626,2637,76
6/5/2020,California,6,126510,4550,3593,66
6/4/2020,California,6,122917,4484,2510,62
6/3/2020,California,6,120407,4422,2326,62
6/2/2020,California,6,118081,4360,2438,73
6/1/2020,California,6,115643,4287,2529,45
5/31/2020,California,6,113114,4242,3014,28
5/30/2020,California,6,110100,4214,3057,70
5/29/2020,California,6,107043,4144,2972,102
5/28/2020,California,6,104071,4042,2198,81
5/27/2020,California,6,101873,3961,1949,102
5/26/2020,California,6,99924,3859,2907,51
5/25/2020,California,6,97017,3808,2274,18
5/24/2020,California,6,94743,3790,1928,22
5/23/2020,California,6,92815,3768,2014,78
5/22/2020,California,6,90801,3690,2313,66
5/21/2020,California,6,88488,3624,2363,110
5/20/2020,California,6,86125,3514,2144,92
5/19/2020,California,6,83981,3422,2038,100
5/18/2020,California,6,81943,3322,1577,32
5/17/2020,California,6,80366,3290,1433,36
5/16/2020,California,6,78933,3254,1918,62
5/15/2020,California,6,77015,3192,2068,153
5/14/2020,California,6,74947,3039,1729,25
5/13/2020,California,6,73218,3014,2068,112
5/12/2020,California,6,71150,2902,1636,82
5/11/2020,California,6,69514,2820,1463,51
5/10/2020,California,6,68051,2769,1227,37
5/9/2020,California,6,66824,2732,2208,82
5/8/2020,California,6,64616,2650,2135,89
5/7/2020,California,6,62481,2561,1694,83
5/6/2020,California,6,60787,2478,1939,92
5/5/2020,California,6,58848,2386,2515,89
5/4/2020,California,6,56333,2297,1261,62
5/3/2020,California,6,55072,2235,1319,22
5/2/2020,California,6,53753,2213,1435,66
5/1/2020,California,6,52318,2147,1848,90
4/30/2020,California,6,50470,2057,1566,96
4/29/2020,California,6,48904,1961,2334,77
4/28/2020,California,6,46570,1884,1362,84
4/27/2020,California,6,45208,1800,1517,84
4/26/2020,California,6,43691,1716,1101,24
4/25/2020,California,6,42590,1692,1222,73
4/24/2020,California,6,41368,1619,1834,71
4/23/2020,California,6,39534,1548,1961,123
4/22/2020,California,6,37573,1425,1729,109
4/21/2020,California,6,35844,1316,1982,93
4/20/2020,California,6,33862,1223,2318,47
4/19/2020,California,6,31544,1176,715,30
4/18/2020,California,6,30829,1146,1431,96
4/17/2020,California,6,29398,1050,1256,79
4/16/2020,California,6,28142,971,1035,86
4/15/2020,California,6,27107,885,1349,107
4/14/2020,California,6,25758,778,1424,53
4/13/2020,California,6,24334,725,1011,49
4/12/2020,California,6,23323,676,902,44
4/11/2020,California,6,22421,632,1055,38
4/10/2020,California,6,21366,594,1175,46
4/9/2020,California,6,20191,548,1148,42
4/8/2020,California,6,19043,506,1503,59
4/7/2020,California,6,17540,447,1179,61
4/6/2020,California,6,16361,386,1159,35
4/5/2020,California,6,15202,351,1406,28
4/4/2020,California,6,13796,323,1227,41
4/3/2020,California,6,12569,282,1379,35
4/2/2020,California,6,11190,247,1333,35
4/1/2020,California,6,9857,212,1274,28
3/31/2020,California,6,8583,184,1162,37
3/30/2020,California,6,7421,147,1100,15
3/29/2020,California,6,6321,132,755,10
3/28/2020,California,6,5566,122,651,18
3/27/2020,California,6,4915,104,855,21
3/26/2020,California,6,4060,83,877,15
3/25/2020,California,6,3183,68,539,16
3/24/2020,California,6,2644,52,404,13
3/23/2020,California,6,2240,39,389,4
3/22/2020,California,6,1851,35,307,7
3/21/2020,California,6,1544,28,261,4
3/20/2020,California,6,1283,24,216,5
3/19/2020,California,6,1067,19,174,2
3/18/2020,California,6,893,17,161,3
3/17/2020,California,6,732,14,144,3
3/16/2020,California,6,588,11,110,5
3/15/2020,California,6,478,6,97,1
3/14/2020,California,6,381,5,61,0
3/13/2020,California,6,320,5,68,1
3/12/2020,California,6,252,4,50,0
3/11/2020,California,6,202,4,23,1
3/10/2020,California,6,179,3,7,1
3/9/2020,California,6,172,2,60,1
3/8/2020,California,6,112,1,12,0
3/7/2020,California,6,100,1,19,0
3/6/2020,California,6,81,1,14,0
3/5/2020,California,6,67,1,12,0
3/4/2020,California,6,55,1,10,1
3/3/2020,California,6,45,0,7,0
3/2/2020,California,6,38,0,5,0
3/1/2020,California,6,33,0,5,0
2/29/2020,California,6,28,0,1,0
2/28/2020,California,6,27,0,1,0
2/27/2020,California,6,26,0,0,0
2/26/2020,California,6,26,0,15,0
2/25/2020,California,6,11,0,0,0
2/24/2020,California,6,11,0,2,0
2/23/2020,California,6,9,0,0,0
2/22/2020,California,6,9,0,0,0
2/21/2020,California,6,9,0,1,0
2/20/2020,California,6,8,0,1,0
2/19/2020,California,6,7,0,0,0
2/18/2020,California,6,7,0,0,0
2/17/2020,California,6,7,0,0,0
2/16/2020,California,6,7,0,0,0
2/15/2020,California,6,7,0,0,0
2/14/2020,California,6,7,0,0,0
2/13/2020,California,6,7,0,0,0
2/12/2020,California,6,7,0,0,0
2/11/2020,California,6,7,0,0,0
2/10/2020,California,6,7,0,1,0
2/9/2020,California,6,6,0,0,0
2/8/2020,California,6,6,0,0,0
2/7/2020,California,6,6,0,0,0
2/6/2020,California,6,6,0,0,0
2/5/2020,California,6,6,0,0,0
2/4/2020,California,6,6,0,0,0
2/3/2020,California,6,6,0,0,0
2/2/2020,California,6,6,0,3,0
2/1/2020,California,6,3,0,0,0
1/31/2020,California,6,3,0,1,0
1/30/2020,California,6,2,0,0,0
1/29/2020,California,6,2,0,0,0
1/28/2020,California,6,2,0,0,0
1/27/2020,California,6,2,0,0,0
1/26/2020,California,6,2,0,1,0
1/25/2020,California,6,1,0,1,0
7/20/2020,Colorado,8,40649,1759,467,6
7/19/2020,Colorado,8,40182,1753,371,0
7/18/2020,Colorado,8,39811,1753,402,0
7/17/2020,Colorado,8,39409,1753,592,7
7/16/2020,Colorado,8,38817,1746,577,1
7/15/2020,Colorado,8,38240,1745,479,6
7/14/2020,Colorado,8,37761,1739,458,11
7/13/2020,Colorado,8,37303,1728,370,2
7/12/2020,Colorado,8,36933,1726,300,1
7/11/2020,Colorado,8,36633,1725,423,1
7/10/2020,Colorado,8,36210,1724,606,17
7/9/2020,Colorado,8,35604,1707,419,0
7/8/2020,Colorado,8,35185,1707,468,-2
7/7/2020,Colorado,8,34717,1709,401,5
7/6/2020,Colorado,8,34316,1704,216,1
7/5/2020,Colorado,8,34100,1703,200,0
7/4/2020,Colorado,8,33900,1703,293,2
7/3/2020,Colorado,8,33607,1701,272,0
7/2/2020,Colorado,8,33335,1701,323,4
7/1/2020,Colorado,8,33012,1697,314,7
6/30/2020,Colorado,8,32698,1690,203,8
6/29/2020,Colorado,8,32495,1682,205,6
6/28/2020,Colorado,8,32290,1676,284,2
6/27/2020,Colorado,8,32006,1674,226,1
6/26/2020,Colorado,8,31780,1673,317,4
6/25/2020,Colorado,8,31463,1669,324,2
6/24/2020,Colorado,8,31139,1667,262,2
6/23/2020,Colorado,8,30877,1665,188,14
6/22/2020,Colorado,8,30689,1651,165,4
6/21/2020,Colorado,8,30524,1647,190,0
6/20/2020,Colorado,8,30334,1647,162,4
6/19/2020,Colorado,8,30172,1643,286,5
6/18/2020,Colorado,8,29886,1638,228,7
6/17/2020,Colorado,8,29658,1631,231,14
6/16/2020,Colorado,8,29427,1617,143,12
6/15/2020,Colorado,8,29284,1605,169,6
6/14/2020,Colorado,8,29115,1599,113,1
6/13/2020,Colorado,8,29002,1598,195,3
6/12/2020,Colorado,8,28807,1595,175,12
6/11/2020,Colorado,8,28632,1583,148,10
6/10/2020,Colorado,8,28484,1573,151,20
6/9/2020,Colorado,8,28333,1553,164,10
6/8/2020,Colorado,8,28169,1543,182,16
6/7/2020,Colorado,8,27987,1527,153,0
6/6/2020,Colorado,8,27834,1527,233,3
6/5/2020,Colorado,8,27601,1524,255,12
6/4/2020,Colorado,8,27346,1512,300,18
6/3/2020,Colorado,8,27046,1494,272,20
6/2/2020,Colorado,8,26774,1474,211,16
6/1/2020,Colorado,8,26563,1458,199,13
5/31/2020,Colorado,8,26364,1445,280,2
5/30/2020,Colorado,8,26084,1443,482,6
5/29/2020,Colorado,8,25602,1437,486,15
5/28/2020,Colorado,8,25116,1422,341,29
5/27/2020,Colorado,8,24775,1393,222,41
5/26/2020,Colorado,8,24553,1352,297,19
5/25/2020,Colorado,8,24256,1333,116,1
5/24/2020,Colorado,8,24140,1332,208,5
5/23/2020,Colorado,8,23932,1327,476,3
5/22/2020,Colorado,8,23456,1324,295,14
5/21/2020,Colorado,8,23161,1310,392,11
5/20/2020,Colorado,8,22769,1299,315,42
5/19/2020,Colorado,8,22454,1257,280,33
5/18/2020,Colorado,8,22174,1224,265,9
5/17/2020,Colorado,8,21909,1215,305,23
5/16/2020,Colorado,8,21604,1192,397,42
5/15/2020,Colorado,8,21207,1150,394,59
5/14/2020,Colorado,8,20813,1091,371,29
5/13/2020,Colorado,8,20442,1062,339,53
5/12/2020,Colorado,8,20103,1009,310,23
5/11/2020,Colorado,8,19793,986,198,17
5/10/2020,Colorado,8,19595,969,328,4
5/9/2020,Colorado,8,19267,965,548,7
5/8/2020,Colorado,8,18719,958,455,16
5/7/2020,Colorado,8,18264,942,544,23
5/6/2020,Colorado,8,17720,919,464,18
5/5/2020,Colorado,8,17256,901,457,52
5/4/2020,Colorado,8,16799,849,272,9
5/3/2020,Colorado,8,16527,840,409,10
5/2/2020,Colorado,8,16118,830,457,12
5/1/2020,Colorado,8,15661,818,454,43
4/30/2020,Colorado,8,15207,775,527,11
4/29/2020,Colorado,8,14680,764,441,30
4/28/2020,Colorado,8,14239,734,435,29
4/27/2020,Colorado,8,13804,705,364,27
4/26/2020,Colorado,8,13440,678,473,8
4/25/2020,Colorado,8,12967,670,712,-2
4/24/2020,Colorado,8,12255,672,993,115
4/23/2020,Colorado,8,11262,557,384,31
4/22/2020,Colorado,8,10878,526,431,42
4/21/2020,Colorado,8,10447,484,341,36
4/20/2020,Colorado,8,10106,448,376,27
4/19/2020,Colorado,8,9730,421,297,12
4/18/2020,Colorado,8,9433,409,386,20
4/17/2020,Colorado,8,9047,389,372,15
4/16/2020,Colorado,8,8675,374,395,19
4/15/2020,Colorado,8,8280,355,339,26
4/14/2020,Colorado,8,7941,329,250,21
4/13/2020,Colorado,8,7691,308,388,18
4/12/2020,Colorado,8,7303,290,410,16
4/11/2020,Colorado,8,6893,274,383,21
4/10/2020,Colorado,8,6510,253,308,26
4/9/2020,Colorado,8,6202,227,547,35
4/8/2020,Colorado,8,5655,192,226,13
4/7/2020,Colorado,8,5429,179,257,29
4/6/2020,Colorado,8,5172,150,222,10
4/5/2020,Colorado,8,4950,140,376,14
4/4/2020,Colorado,8,4574,126,392,16
4/3/2020,Colorado,8,4182,110,454,14
4/2/2020,Colorado,8,3728,96,382,16
4/1/2020,Colorado,8,3346,80,356,11
3/31/2020,Colorado,8,2990,69,362,18
3/30/2020,Colorado,8,2628,51,313,4
3/29/2020,Colorado,8,2315,47,254,3
3/28/2020,Colorado,8,2061,44,326,13
3/27/2020,Colorado,8,1735,31,303,7
3/26/2020,Colorado,8,1432,24,346,5
3/25/2020,Colorado,8,1086,19,174,8
3/24/2020,Colorado,8,912,11,191,1
3/23/2020,Colorado,8,721,10,130,3
3/22/2020,Colorado,8,591,7,116,1
3/21/2020,Colorado,8,475,6,111,1
3/20/2020,Colorado,8,364,5,86,0
3/19/2020,Colorado,8,278,5,62,2
3/18/2020,Colorado,8,216,3,33,0
3/17/2020,Colorado,8,183,3,22,1
3/16/2020,Colorado,8,161,2,25,0
3/15/2020,Colorado,8,136,2,33,0
3/14/2020,Colorado,8,103,2,25,0
3/13/2020,Colorado,8,78,2,29,1
3/12/2020,Colorado,8,49,1,15,1
3/11/2020,Colorado,8,34,0,17,0
3/10/2020,Colorado,8,17,0,5,0
3/9/2020,Colorado,8,12,0,4,0
3/8/2020,Colorado,8,8,0,0,0
3/7/2020,Colorado,8,8,0,0,0
3/6/2020,Colorado,8,8,0,6,0
3/5/2020,Colorado,8,2,0,2,0
7/20/2020,Connecticut,9,48055,4406,162,10
7/19/2020,Connecticut,9,47893,4396,0,0
7/18/2020,Connecticut,9,47893,4396,0,0
7/17/2020,Connecticut,9,47893,4396,143,7
7/16/2020,Connecticut,9,47750,4389,114,9
7/15/2020,Connecticut,9,47636,4380,106,8
7/14/2020,Connecticut,9,47530,4372,20,1
7/13/2020,Connecticut,9,47510,4371,223,23
7/12/2020,Connecticut,9,47287,4348,0,0
7/11/2020,Connecticut,9,47287,4348,0,0
7/10/2020,Connecticut,9,47287,4348,78,0
7/9/2020,Connecticut,9,47209,4348,101,5
7/8/2020,Connecticut,9,47108,4343,75,5
7/7/2020,Connecticut,9,47033,4338,57,0
7/6/2020,Connecticut,9,46976,4338,259,3
7/5/2020,Connecticut,9,46717,4335,0,0
7/4/2020,Connecticut,9,46717,4335,0,0
7/3/2020,Connecticut,9,46717,4335,71,9
7/2/2020,Connecticut,9,46646,4326,74,2
7/1/2020,Connecticut,9,46572,4324,58,2
6/30/2020,Connecticut,9,46514,4322,152,2
6/29/2020,Connecticut,9,46362,4320,59,4
6/28/2020,Connecticut,9,46303,4316,97,5
6/27/2020,Connecticut,9,46206,4311,147,4
6/26/2020,Connecticut,9,46059,4307,65,9
6/25/2020,Connecticut,9,45994,4298,81,11
6/24/2020,Connecticut,9,45913,4287,14,10
6/23/2020,Connecticut,9,45899,4277,117,14
6/22/2020,Connecticut,9,45782,4263,27,3
6/21/2020,Connecticut,9,45755,4260,40,9
6/20/2020,Connecticut,9,45715,4251,158,13
6/19/2020,Connecticut,9,45557,4238,117,12
6/18/2020,Connecticut,9,45440,4226,11,7
6/17/2020,Connecticut,9,45429,4219,80,9
6/16/2020,Connecticut,9,45349,4210,114,6
6/15/2020,Connecticut,9,45235,4204,147,3
6/14/2020,Connecticut,9,45088,4201,94,15
6/13/2020,Connecticut,9,44994,4186,305,27
6/12/2020,Connecticut,9,44689,4159,228,13
6/11/2020,Connecticut,9,44461,4146,114,26
6/10/2020,Connecticut,9,44347,4120,168,23
6/9/2020,Connecticut,9,44179,4097,87,13
6/8/2020,Connecticut,9,44092,4084,124,13
6/7/2020,Connecticut,9,43968,4071,150,16
6/6/2020,Connecticut,9,43818,4055,358,17
6/5/2020,Connecticut,9,43460,4038,221,31
6/4/2020,Connecticut,9,43239,4007,148,18
6/3/2020,Connecticut,9,43091,3989,112,17
6/2/2020,Connecticut,9,42979,3972,239,8
6/1/2020,Connecticut,9,42740,3964,539,20
5/31/2020,Connecticut,9,42201,3944,179,32
5/30/2020,Connecticut,9,42022,3912,260,44
5/29/2020,Connecticut,9,41762,3868,203,42
5/28/2020,Connecticut,9,41559,3826,271,23
5/27/2020,Connecticut,9,41288,3803,0,34
5/26/2020,Connecticut,9,41303,3769,430,27
5/25/2020,Connecticut,9,40873,3742,405,49
5/24/2020,Connecticut,9,40468,3693,446,18
5/23/2020,Connecticut,9,40022,3675,382,38
5/22/2020,Connecticut,9,39640,3637,432,55
5/21/2020,Connecticut,9,39208,3582,191,53
5/20/2020,Connecticut,9,39017,3529,587,57
5/19/2020,Connecticut,9,38430,3472,314,23
5/18/2020,Connecticut,9,38116,3449,697,41
5/17/2020,Connecticut,9,37419,3408,716,69
5/16/2020,Connecticut,9,36703,3339,618,54
5/15/2020,Connecticut,9,36085,3285,621,66
5/14/2020,Connecticut,9,35464,3219,609,94
5/13/2020,Connecticut,9,34855,3125,522,84
5/12/2020,Connecticut,9,34333,3041,568,33
5/11/2020,Connecticut,9,33765,3008,211,41
5/10/2020,Connecticut,9,33554,2967,570,35
5/9/2020,Connecticut,9,32984,2932,573,58
5/8/2020,Connecticut,9,32411,2874,627,77
5/7/2020,Connecticut,9,31784,2797,789,79
5/6/2020,Connecticut,9,30995,2718,374,85
5/5/2020,Connecticut,9,30621,2633,648,77
5/4/2020,Connecticut,9,29973,2556,686,120
5/3/2020,Connecticut,9,29287,2436,0,0
5/2/2020,Connecticut,9,29287,2436,523,97
5/1/2020,Connecticut,9,28764,2339,1064,82
4/30/2020,Connecticut,9,27700,2257,933,89
4/29/2020,Connecticut,9,26767,2168,455,79
4/28/2020,Connecticut,9,26312,2089,315,77
4/27/2020,Connecticut,9,25997,2012,728,87
4/26/2020,Connecticut,9,25269,1925,687,63
4/25/2020,Connecticut,9,24582,1862,661,98
4/24/2020,Connecticut,9,23921,1764,821,125
4/23/2020,Connecticut,9,23100,1639,631,95
4/22/2020,Connecticut,9,22469,1544,2109,121
4/21/2020,Connecticut,9,20360,1423,545,92
4/20/2020,Connecticut,9,19815,1331,1853,204
4/19/2020,Connecticut,9,17962,1127,412,41
4/18/2020,Connecticut,9,17550,1086,741,50
4/17/2020,Connecticut,9,16809,1036,925,65
4/16/2020,Connecticut,9,15884,971,1129,103
4/15/2020,Connecticut,9,14755,868,766,197
4/14/2020,Connecticut,9,13989,671,608,69
4/13/2020,Connecticut,9,13381,602,1346,48
4/12/2020,Connecticut,9,12035,554,525,60
4/11/2020,Connecticut,9,11510,494,972,46
4/10/2020,Connecticut,9,10538,448,754,68
4/9/2020,Connecticut,9,9784,380,1003,45
4/8/2020,Connecticut,9,8781,335,1000,58
4/7/2020,Connecticut,9,7781,277,875,71
4/6/2020,Connecticut,9,6906,206,1231,17
4/5/2020,Connecticut,9,5675,189,399,24
4/4/2020,Connecticut,9,5276,165,361,33
4/3/2020,Connecticut,9,4915,132,1091,20
4/2/2020,Connecticut,9,3824,112,267,27
4/1/2020,Connecticut,9,3557,85,429,16
3/31/2020,Connecticut,9,3128,69,557,33
3/30/2020,Connecticut,9,2571,36,578,2
3/29/2020,Connecticut,9,1993,34,469,1
3/28/2020,Connecticut,9,1524,33,233,6
3/27/2020,Connecticut,9,1291,27,279,6
3/26/2020,Connecticut,9,1012,21,137,2
3/25/2020,Connecticut,9,875,19,257,7
3/24/2020,Connecticut,9,618,12,203,2
3/23/2020,Connecticut,9,415,10,88,2
3/22/2020,Connecticut,9,327,8,104,3
3/21/2020,Connecticut,9,223,5,29,1
3/20/2020,Connecticut,9,194,4,35,0
3/19/2020,Connecticut,9,159,4,63,3
3/18/2020,Connecticut,9,96,1,28,1
3/17/2020,Connecticut,9,68,0,27,0
3/16/2020,Connecticut,9,41,0,15,0
3/15/2020,Connecticut,9,26,0,6,0
3/14/2020,Connecticut,9,20,0,9,0
3/13/2020,Connecticut,9,11,0,5,0
3/12/2020,Connecticut,9,6,0,3,0
3/11/2020,Connecticut,9,3,0,1,0
3/10/2020,Connecticut,9,2,0,0,0
3/9/2020,Connecticut,9,2,0,1,0
3/8/2020,Connecticut,9,1,0,1,0
7/20/2020,Delaware,10,13624,523,105,0
7/19/2020,Delaware,10,13519,523,90,0
7/18/2020,Delaware,10,13429,523,92,2
7/17/2020,Delaware,10,13337,521,223,0
7/16/2020,Delaware,10,13114,521,64,0
7/15/2020,Delaware,10,13050,521,81,3
7/14/2020,Delaware,10,12969,518,90,1
7/13/2020,Delaware,10,12879,517,75,0
7/12/2020,Delaware,10,12804,517,61,0
7/11/2020,Delaware,10,12743,517,91,0
7/10/2020,Delaware,10,12652,517,121,0
7/9/2020,Delaware,10,12531,517,69,2
7/8/2020,Delaware,10,12462,515,48,1
7/7/2020,Delaware,10,12414,514,121,2
7/6/2020,Delaware,10,12293,512,165,0
7/5/2020,Delaware,10,12128,512,132,0
7/4/2020,Delaware,10,11996,512,73,0
7/3/2020,Delaware,10,11923,512,192,2
7/2/2020,Delaware,10,11731,510,221,1
7/1/2020,Delaware,10,11510,509,36,0
6/30/2020,Delaware,10,11474,509,98,2
6/29/2020,Delaware,10,11376,507,150,0
6/28/2020,Delaware,10,11226,507,135,0
6/27/2020,Delaware,10,11091,507,74,0
6/26/2020,Delaware,10,11017,507,37,0
6/25/2020,Delaware,10,10980,507,91,2
6/24/2020,Delaware,10,10889,505,42,1
6/23/2020,Delaware,10,10847,504,27,69
6/22/2020,Delaware,10,10820,435,45,0
6/21/2020,Delaware,10,10775,435,94,1
6/20/2020,Delaware,10,10681,434,70,1
6/19/2020,Delaware,10,10611,433,112,2
6/18/2020,Delaware,10,10499,431,55,5
6/17/2020,Delaware,10,10444,426,41,2
6/16/2020,Delaware,10,10403,424,63,1
6/15/2020,Delaware,10,10340,423,76,1
6/14/2020,Delaware,10,10264,422,35,3
6/13/2020,Delaware,10,10229,419,56,5
6/12/2020,Delaware,10,10173,414,67,0
6/11/2020,Delaware,10,10106,414,50,1
6/10/2020,Delaware,10,10056,413,36,3
6/9/2020,Delaware,10,10020,410,48,12
6/8/2020,Delaware,10,9972,398,30,0
6/7/2020,Delaware,10,9942,398,97,8
6/6/2020,Delaware,10,9845,390,72,2
6/5/2020,Delaware,10,9773,388,27,2
6/4/2020,Delaware,10,9746,386,34,11
6/3/2020,Delaware,10,9712,375,27,2
6/2/2020,Delaware,10,9685,373,80,5
6/1/2020,Delaware,10,9605,368,107,2
5/31/2020,Delaware,10,9498,366,76,5
5/30/2020,Delaware,10,9422,361,186,5
5/29/2020,Delaware,10,9236,356,65,11
5/28/2020,Delaware,10,9171,345,75,1
5/27/2020,Delaware,10,9096,344,30,9
5/26/2020,Delaware,10,9066,335,101,3
5/25/2020,Delaware,10,8965,332,156,6
5/24/2020,Delaware,10,8809,326,119,2
5/23/2020,Delaware,10,8690,324,161,2
5/22/2020,Delaware,10,8529,322,143,5
5/21/2020,Delaware,10,8386,317,192,7
5/20/2020,Delaware,10,8194,310,157,6
5/19/2020,Delaware,10,8037,304,168,7
5/18/2020,Delaware,10,7869,297,199,7
5/17/2020,Delaware,10,7670,290,123,4
5/16/2020,Delaware,10,7547,286,174,15
5/15/2020,Delaware,10,7373,271,150,11
5/14/2020,Delaware,10,7223,260,271,13
5/13/2020,Delaware,10,6952,247,211,10
5/12/2020,Delaware,10,6741,237,176,12
5/11/2020,Delaware,10,6565,225,118,1
5/10/2020,Delaware,10,6447,224,170,3
5/9/2020,Delaware,10,6277,221,194,8
5/8/2020,Delaware,10,6083,213,144,11
5/7/2020,Delaware,10,5939,202,161,9
5/6/2020,Delaware,10,5778,193,407,6
5/5/2020,Delaware,10,5371,187,83,5
5/4/2020,Delaware,10,5288,182,80,5
5/3/2020,Delaware,10,5208,177,170,9
5/2/2020,Delaware,10,5038,168,120,9
5/1/2020,Delaware,10,4918,159,184,7
4/30/2020,Delaware,10,4734,152,79,8
4/29/2020,Delaware,10,4655,144,80,7
4/28/2020,Delaware,10,4575,137,413,12
4/27/2020,Delaware,10,4162,125,128,5
4/26/2020,Delaware,10,4034,120,458,8
4/25/2020,Delaware,10,3576,112,134,12
4/24/2020,Delaware,10,3442,100,134,8
4/23/2020,Delaware,10,3308,92,108,3
4/22/2020,Delaware,10,3200,89,269,7
4/21/2020,Delaware,10,2931,82,186,10
4/20/2020,Delaware,10,2745,72,207,5
4/19/2020,Delaware,10,2538,67,0,0
4/18/2020,Delaware,10,2538,67,215,6
4/17/2020,Delaware,10,2323,61,248,9
4/16/2020,Delaware,10,2075,52,61,6
4/15/2020,Delaware,10,2014,46,88,3
4/14/2020,Delaware,10,1926,43,165,2
4/13/2020,Delaware,10,1761,41,136,6
4/12/2020,Delaware,10,1625,35,146,2
4/11/2020,Delaware,10,1479,33,153,1
4/10/2020,Delaware,10,1326,32,117,9
4/9/2020,Delaware,10,1209,23,93,4
4/8/2020,Delaware,10,1116,19,188,3
4/7/2020,Delaware,10,928,16,145,1
4/6/2020,Delaware,10,783,15,110,1
4/5/2020,Delaware,10,673,14,80,0
4/4/2020,Delaware,10,593,14,143,0
4/3/2020,Delaware,10,450,14,57,2
4/2/2020,Delaware,10,393,12,25,1
4/1/2020,Delaware,10,368,11,49,1
3/31/2020,Delaware,10,319,10,55,3
3/30/2020,Delaware,10,264,7,32,1
3/29/2020,Delaware,10,232,6,18,1
3/28/2020,Delaware,10,214,5,49,3
3/27/2020,Delaware,10,165,2,22,1
3/26/2020,Delaware,10,143,1,24,1
3/25/2020,Delaware,10,119,0,15,0
3/24/2020,Delaware,10,104,0,17,0
3/23/2020,Delaware,10,87,0,31,0
3/22/2020,Delaware,10,56,0,11,0
3/21/2020,Delaware,10,45,0,6,0
3/20/2020,Delaware,10,39,0,9,0
3/19/2020,Delaware,10,30,0,4,0
3/18/2020,Delaware,10,26,0,10,0
3/17/2020,Delaware,10,16,0,8,0
3/16/2020,Delaware,10,8,0,1,0
3/15/2020,Delaware,10,7,0,3,0
3/14/2020,Delaware,10,4,0,0,0
3/13/2020,Delaware,10,4,0,0,0
3/12/2020,Delaware,10,4,0,3,0
3/11/2020,Delaware,10,1,0,1,0
7/20/2020,District of Columbia,11,11339,579,78,1
7/19/2020,District of Columbia,11,11261,578,67,0
7/18/2020,District of Columbia,11,11194,578,79,1
7/17/2020,District of Columbia,11,11115,577,39,3
7/16/2020,District of Columbia,11,11076,574,50,3
7/15/2020,District of Columbia,11,11026,571,80,3
7/14/2020,District of Columbia,11,10946,568,40,0
7/13/2020,District of Columbia,11,10906,568,59,0
7/12/2020,District of Columbia,11,10847,568,46,0
7/11/2020,District of Columbia,11,10801,568,58,0
7/10/2020,District of Columbia,11,10743,568,64,0
7/9/2020,District of Columbia,11,10679,568,37,4
7/8/2020,District of Columbia,11,10642,564,73,3
7/7/2020,District of Columbia,11,10569,561,54,0
7/6/2020,District of Columbia,11,10515,561,33,2
7/5/2020,District of Columbia,11,10482,559,35,2
7/4/2020,District of Columbia,11,10447,557,12,2
7/3/2020,District of Columbia,11,10435,555,45,1
7/2/2020,District of Columbia,11,10390,554,25,1
7/1/2020,District of Columbia,11,10365,553,38,2
6/30/2020,District of Columbia,11,10327,551,35,0
6/29/2020,District of Columbia,11,10292,551,44,1
6/28/2020,District of Columbia,11,10248,550,32,2
6/27/2020,District of Columbia,11,10216,548,31,2
6/26/2020,District of Columbia,11,10185,546,26,3
6/25/2020,District of Columbia,11,10159,543,31,2
6/24/2020,District of Columbia,11,10128,541,34,4
6/23/2020,District of Columbia,11,10094,537,36,2
6/22/2020,District of Columbia,11,10058,535,38,2
6/21/2020,District of Columbia,11,10020,533,36,2
6/20/2020,District of Columbia,11,9984,531,32,1
6/19/2020,District of Columbia,11,9952,530,49,3
6/18/2020,District of Columbia,11,9903,527,56,4
6/17/2020,District of Columbia,11,9847,523,29,3
6/16/2020,District of Columbia,11,9818,520,19,5
6/15/2020,District of Columbia,11,9799,515,32,0
6/14/2020,District of Columbia,11,9767,515,58,4
6/13/2020,District of Columbia,11,9709,511,55,5
6/12/2020,District of Columbia,11,9654,506,65,4
6/11/2020,District of Columbia,11,9589,502,52,3
6/10/2020,District of Columbia,11,9537,499,63,4
6/9/2020,District of Columbia,11,9474,495,85,4
6/8/2020,District of Columbia,11,9389,491,57,2
6/7/2020,District of Columbia,11,9332,489,63,6
6/6/2020,District of Columbia,11,9269,483,70,4
6/5/2020,District of Columbia,11,9199,479,79,4
6/4/2020,District of Columbia,11,9120,475,104,2
6/3/2020,District of Columbia,11,9016,473,130,3
6/2/2020,District of Columbia,11,8886,470,29,2
6/1/2020,District of Columbia,11,8857,468,56,2
5/31/2020,District of Columbia,11,8801,466,84,4
5/30/2020,District of Columbia,11,8717,462,179,2
5/29/2020,District of Columbia,11,8538,460,46,7
5/28/2020,District of Columbia,11,8492,453,86,8
5/27/2020,District of Columbia,11,8406,445,72,5
5/26/2020,District of Columbia,11,8334,440,109,0
